customer_id,company_name,industry,company_size,account_manager,login_frequency_30d,support_tickets_90d,usage_drop_pct,payment_late_count,nps_score,tenure_months,latest_ticket_text,churned
CUS-00000,Acme Corp 0,Retail,SMB,AM-1,3,0,32.2,2,7,51,Feature gap vs roadmap promises; escalation requested.,0
CUS-00418,Acme Corp 418,Finance,Mid-Market,AM-3,11,5,56.9,0,9,24,Product downtime last week; team lost confidence.,1
CUS-00419,Acme Corp 419,Retail,SMB,AM-4,20,4,66.7,3,5,34,Billing confusion after plan change; waiting on refund.,1
CUS-00420,Acme Corp 420,Retail,SMB,AM-5,37,1,34.7,0,10,37,Product downtime last week; team lost confidence.,0
CUS-00421,Acme Corp 421,Manufacturing,SMB,AM-6,27,3,31.9,0,9,42,Product downtime last week; team lost confidence.,0
CUS-00422,Acme Corp 422,Retail,SMB,AM-7,30,6,-9.5,2,6,52,Onboarding incomplete; champion left the company.,0
CUS-00423,Acme Corp 423,Healthcare,Mid-Market,AM-8,23,10,60.8,1,7,9,Feature gap vs roadmap promises; escalation requested.,1
CUS-00424,Acme Corp 424,Retail,Mid-Market,AM-1,16,10,19.8,2,3,31,Product downtime last week; team lost confidence.,1
CUS-00425,Acme Corp 425,SaaS,Enterprise,AM-2,7,2,69.1,0,0,32,Competitor demo scheduled; pricing feels high.,1
CUS-00426,Acme Corp 426,Healthcare,Enterprise,AM-3,34,8,23.6,1,4,9,Competitor demo scheduled; pricing feels high.,1
CUS-00427,Acme Corp 427,Manufacturing,SMB,AM-4,32,1,40.9,2,6,40,Billing confusion after plan change; waiting on refund.,0
CUS-00428,Acme Corp 428,Healthcare,SMB,AM-5,1,8,14.3,3,2,7,Onboarding incomplete; champion left the company.,1
CUS-00429,Acme Corp 429,SaaS,Mid-Market,AM-6,28,4,4.5,2,2,27,Onboarding incomplete; champion left the company.,0
CUS-00430,Acme Corp 430,SaaS,Enterprise,AM-7,3,5,59.7,2,0,20,Onboarding incomplete; champion left the company.,1
CUS-00431,Acme Corp 431,Finance,Enterprise,AM-8,29,8,34.7,2,8,10,Billing confusion after plan change; waiting on refund.,1
CUS-00432,Acme Corp 432,Healthcare,SMB,AM-1,33,5,38.3,1,9,49,Onboarding incomplete; champion left the company.,0
CUS-00433,Acme Corp 433,SaaS,SMB,AM-2,5,9,76.9,1,9,15,Billing confusion after plan change; waiting on refund.,1
CUS-00434,Acme Corp 434,Manufacturing,SMB,AM-3,17,6,76.7,2,4,16,Feature gap vs roadmap promises; escalation requested.,1
CUS-00435,Acme Corp 435,Retail,Enterprise,AM-4,4,11,67.0,0,6,51,Onboarding incomplete; champion left the company.,1
CUS-00436,Acme Corp 436,Retail,Mid-Market,AM-5,22,7,6.9,3,10,52,Billing confusion after plan change; waiting on refund.,0
CUS-00437,Acme Corp 437,Finance,Mid-Market,AM-6,37,3,43.5,3,6,3,Onboarding incomplete; champion left the company.,1
CUS-00438,Acme Corp 438,Healthcare,Mid-Market,AM-7,3,9,69.0,1,3,17,Feature gap vs roadmap promises; escalation requested.,1
CUS-00439,Acme Corp 439,Retail,SMB,AM-8,15,4,23.7,1,3,42,Competitor demo scheduled; pricing feels high.,1
CUS-00440,Acme Corp 440,Manufacturing,Mid-Market,AM-1,38,6,-0.9,1,7,46,Product downtime last week; team lost confidence.,0
CUS-00441,Acme Corp 441,Manufacturing,SMB,AM-2,12,1,63.0,3,4,59,Feature gap vs roadmap promises; escalation requested.,1
CUS-00442,Acme Corp 442,Healthcare,Mid-Market,AM-3,5,1,33.4,3,9,33,Billing confusion after plan change; waiting on refund.,0
CUS-00443,Acme Corp 443,Manufacturing,Mid-Market,AM-4,19,6,40.8,0,9,1,Product downtime last week; team lost confidence.,1
CUS-00444,Acme Corp 444,Manufacturing,Mid-Market,AM-5,20,2,78.4,2,0,52,Billing confusion after plan change; waiting on refund.,1
CUS-00445,Acme Corp 445,SaaS,SMB,AM-6,26,11,44.6,0,7,10,Feature gap vs roadmap promises; escalation requested.,1
CUS-00446,Acme Corp 446,SaaS,Enterprise,AM-7,12,10,28.2,2,4,8,Competitor demo scheduled; pricing feels high.,1
CUS-00447,Acme Corp 447,Manufacturing,Mid-Market,AM-8,38,8,23.3,1,5,40,Onboarding incomplete; champion left the company.,0
CUS-00448,Acme Corp 448,SaaS,SMB,AM-1,20,8,27.6,1,2,36,Competitor demo scheduled; pricing feels high.,1
CUS-00449,Acme Corp 449,Finance,SMB,AM-2,11,7,0.7,2,4,4,Product downtime last week; team lost confidence.,1
CUS-00450,Acme Corp 450,SaaS,Mid-Market,AM-3,38,0,61.5,1,3,10,Billing confusion after plan change; waiting on refund.,1
CUS-00451,Acme Corp 451,Finance,SMB,AM-4,36,4,65.4,1,0,35,Feature gap vs roadmap promises; escalation requested.,1
CUS-00452,Acme Corp 452,Manufacturing,SMB,AM-5,19,5,15.6,3,8,16,Feature gap vs roadmap promises; escalation requested.,0
CUS-00453,Acme Corp 453,Retail,SMB,AM-6,0,10,17.3,4,1,41,Billing confusion after plan change; waiting on refund.,1
CUS-00454,Acme Corp 454,Healthcare,SMB,AM-7,23,2,68.7,0,4,25,Billing confusion after plan change; waiting on refund.,0
CUS-00455,Acme Corp 455,Healthcare,Mid-Market,AM-8,22,5,-7.8,1,2,35,Onboarding incomplete; champion left the company.,0
CUS-00456,Acme Corp 456,Manufacturing,Mid-Market,AM-1,5,4,36.8,4,1,29,Billing confusion after plan change; waiting on refund.,1
CUS-00457,Acme Corp 457,Manufacturing,SMB,AM-2,25,1,31.7,2,4,22,Competitor demo scheduled; pricing feels high.,0
CUS-00458,Acme Corp 458,Healthcare,Mid-Market,AM-3,33,1,52.1,1,10,21,Feature gap vs roadmap promises; escalation requested.,0
CUS-00459,Acme Corp 459,Retail,SMB,AM-4,4,4,4.7,2,10,42,Product downtime last week; team lost confidence.,0
CUS-00460,Acme Corp 460,Finance,SMB,AM-5,28,0,50.1,0,4,31,Product downtime last week; team lost confidence.,0
CUS-00461,Acme Corp 461,Healthcare,SMB,AM-6,5,0,23.9,0,5,36,Feature gap vs roadmap promises; escalation requested.,0
CUS-00462,Acme Corp 462,Manufacturing,Mid-Market,AM-7,29,4,45.7,3,10,35,Product downtime last week; team lost confidence.,0
CUS-00463,Acme Corp 463,SaaS,Enterprise,AM-8,16,2,-6.4,2,2,13,Product downtime last week; team lost confidence.,0
CUS-00464,Acme Corp 464,Finance,Mid-Market,AM-1,0,6,31.6,3,10,54,Billing confusion after plan change; waiting on refund.,1
CUS-00465,Acme Corp 465,SaaS,SMB,AM-2,38,0,37.0,1,1,34,Feature gap vs roadmap promises; escalation requested.,1
CUS-00466,Acme Corp 466,Healthcare,SMB,AM-3,6,3,9.3,4,2,43,Feature gap vs roadmap promises; escalation requested.,1
CUS-00467,Acme Corp 467,Retail,SMB,AM-4,23,5,2.6,2,3,53,Billing confusion after plan change; waiting on refund.,0
CUS-00468,Acme Corp 468,Healthcare,Enterprise,AM-5,7,11,7.0,3,0,55,Feature gap vs roadmap promises; escalation requested.,1
CUS-00469,Acme Corp 469,SaaS,SMB,AM-6,37,7,21.0,0,8,40,Billing confusion after plan change; waiting on refund.,0
CUS-00470,Acme Corp 470,Manufacturing,Enterprise,AM-7,29,10,-1.3,0,9,47,Billing confusion after plan change; waiting on refund.,1
CUS-00471,Acme Corp 471,SaaS,Mid-Market,AM-8,32,4,75.3,3,4,28,Product downtime last week; team lost confidence.,1
CUS-00472,Acme Corp 472,Finance,Mid-Market,AM-1,17,5,26.4,4,9,44,Onboarding incomplete; champion left the company.,0
CUS-00473,Acme Corp 473,SaaS,Enterprise,AM-2,18,5,62.8,4,8,19,Feature gap vs roadmap promises; escalation requested.,1
CUS-00474,Acme Corp 474,Healthcare,SMB,AM-3,25,10,77.7,1,8,42,Competitor demo scheduled; pricing feels high.,1
CUS-00475,Acme Corp 475,Finance,Mid-Market,AM-4,31,11,-2.7,0,8,6,Billing confusion after plan change; waiting on refund.,0
CUS-00476,Acme Corp 476,SaaS,SMB,AM-5,33,11,48.7,4,6,54,Onboarding incomplete; champion left the company.,0
CUS-00477,Acme Corp 477,SaaS,Enterprise,AM-6,0,9,68.4,3,1,15,Feature gap vs roadmap promises; escalation requested.,1
CUS-00478,Acme Corp 478,Manufacturing,Mid-Market,AM-7,26,6,47.1,1,10,39,Competitor demo scheduled; pricing feels high.,0
CUS-00479,Acme Corp 479,SaaS,SMB,AM-8,4,6,28.6,3,6,1,Product downtime last week; team lost confidence.,1
CUS-00480,Acme Corp 480,Finance,Enterprise,AM-1,11,11,28.8,4,9,10,Billing confusion after plan change; waiting on refund.,1
CUS-00481,Acme Corp 481,Retail,SMB,AM-2,33,3,-6.8,1,10,59,Onboarding incomplete; champion left the company.,0
CUS-00482,Acme Corp 482,Finance,SMB,AM-3,10,4,38.1,3,2,50,Onboarding incomplete; champion left the company.,1
CUS-00483,Acme Corp 483,Healthcare,Mid-Market,AM-4,31,10,79.4,3,4,14,Product downtime last week; team lost confidence.,1
CUS-00484,Acme Corp 484,SaaS,Mid-Market,AM-5,18,4,76.3,2,2,8,Billing confusion after plan change; waiting on refund.,1
CUS-00485,Acme Corp 485,Finance,Enterprise,AM-6,9,2,-6.4,3,0,49,Billing confusion after plan change; waiting on refund.,0
CUS-00486,Acme Corp 486,Manufacturing,Mid-Market,AM-7,13,6,53.5,1,10,59,Onboarding incomplete; champion left the company.,0
CUS-00487,Acme Corp 487,Finance,Mid-Market,AM-8,21,3,17.2,4,10,10,Feature gap vs roadmap promises; escalation requested.,0
CUS-00488,Acme Corp 488,Healthcare,SMB,AM-1,30,10,71.3,4,10,40,Onboarding incomplete; champion left the company.,1
CUS-00489,Acme Corp 489,Retail,SMB,AM-2,24,10,-5.9,4,9,17,Onboarding incomplete; champion left the company.,1
CUS-00490,Acme Corp 490,Retail,Enterprise,AM-3,37,3,74.2,3,7,44,Feature gap vs roadmap promises; escalation requested.,0
CUS-00491,Acme Corp 491,Retail,SMB,AM-4,34,6,65.4,0,5,25,Competitor demo scheduled; pricing feels high.,1
CUS-00492,Acme Corp 492,Healthcare,Mid-Market,AM-5,30,11,0.6,1,10,8,Competitor demo scheduled; pricing feels high.,1
CUS-00493,Acme Corp 493,Healthcare,SMB,AM-6,24,8,-4.6,2,6,20,Onboarding incomplete; champion left the company.,0
CUS-00494,Acme Corp 494,Manufacturing,SMB,AM-7,11,2,65.1,4,7,32,Competitor demo scheduled; pricing feels high.,1
CUS-00495,Acme Corp 495,SaaS,Mid-Market,AM-8,16,7,4.0,2,2,48,Onboarding incomplete; champion left the company.,1
CUS-00496,Acme Corp 496,Healthcare,Mid-Market,AM-1,4,7,38.1,2,8,2,Competitor demo scheduled; pricing feels high.,1
CUS-00497,Acme Corp 497,Healthcare,Mid-Market,AM-2,14,7,72.4,0,9,57,Competitor demo scheduled; pricing feels high.,1
CUS-00498,Acme Corp 498,SaaS,Enterprise,AM-3,37,0,41.1,3,7,39,Competitor demo scheduled; pricing feels high.,0
CUS-00499,Acme Corp 499,SaaS,SMB,AM-4,17,3,25.8,1,5,52,Feature gap vs roadmap promises; escalation requested.,0
CUS-00500,Acme Corp 500,Retail,Mid-Market,AM-5,4,10,30.1,0,2,55,Product downtime last week; team lost confidence.,1
CUS-00501,Acme Corp 501,SaaS,SMB,AM-6,26,2,-4.3,4,0,10,Competitor demo scheduled; pricing feels high.,0
CUS-00502,Acme Corp 502,Healthcare,Mid-Market,AM-7,38,3,77.2,0,6,6,Billing confusion after plan change; waiting on refund.,1
CUS-00503,Acme Corp 503,Retail,SMB,AM-8,34,3,18.0,0,7,46,Onboarding incomplete; champion left the company.,0
CUS-00504,Acme Corp 504,Finance,Mid-Market,AM-1,10,2,7.0,0,8,12,Feature gap vs roadmap promises; escalation requested.,0
CUS-00505,Acme Corp 505,SaaS,SMB,AM-2,18,1,15.7,2,10,9,Competitor demo scheduled; pricing feels high.,1
CUS-00506,Acme Corp 506,Retail,Enterprise,AM-3,21,4,76.8,0,5,28,Product downtime last week; team lost confidence.,0
CUS-00507,Acme Corp 507,SaaS,Enterprise,AM-4,9,10,-1.5,4,9,54,Competitor demo scheduled; pricing feels high.,1
CUS-00508,Acme Corp 508,Retail,Enterprise,AM-5,10,0,68.1,2,7,47,Product downtime last week; team lost confidence.,1
CUS-00509,Acme Corp 509,Retail,SMB,AM-6,9,3,53.7,1,3,31,Onboarding incomplete; champion left the company.,1
CUS-00510,Acme Corp 510,Manufacturing,Enterprise,AM-7,39,0,64.7,0,9,12,Product downtime last week; team lost confidence.,0
CUS-00511,Acme Corp 511,Retail,SMB,AM-8,29,6,77.8,2,0,20,Competitor demo scheduled; pricing feels high.,1
CUS-00512,Acme Corp 512,Finance,SMB,AM-1,33,3,65.8,0,6,41,Billing confusion after plan change; waiting on refund.,0
CUS-00513,Acme Corp 513,SaaS,SMB,AM-2,32,9,74.9,4,10,10,Onboarding incomplete; champion left the company.,0
CUS-00514,Acme Corp 514,SaaS,SMB,AM-3,38,7,1.4,1,7,31,Feature gap vs roadmap promises; escalation requested.,0
CUS-00515,Acme Corp 515,SaaS,Mid-Market,AM-4,4,9,61.6,2,10,1,Competitor demo scheduled; pricing feels high.,1
CUS-00516,Acme Corp 516,Healthcare,SMB,AM-5,35,7,39.1,0,0,20,Onboarding incomplete; champion left the company.,1
CUS-00517,Acme Corp 517,SaaS,SMB,AM-6,2,5,38.9,0,5,15,Feature gap vs roadmap promises; escalation requested.,0
CUS-00518,Acme Corp 518,SaaS,Mid-Market,AM-7,19,10,70.9,1,8,41,Billing confusion after plan change; waiting on refund.,1
CUS-00519,Acme Corp 519,Healthcare,Enterprise,AM-8,23,5,77.5,0,7,54,Feature gap vs roadmap promises; escalation requested.,0
CUS-00520,Acme Corp 520,Finance,Mid-Market,AM-1,14,11,53.4,3,9,9,Product downtime last week; team lost confidence.,1
CUS-00521,Acme Corp 521,Finance,Mid-Market,AM-2,5,11,33.5,4,5,48,Feature gap vs roadmap promises; escalation requested.,1
CUS-00522,Acme Corp 522,SaaS,SMB,AM-3,7,7,31.1,4,7,39,Feature gap vs roadmap promises; escalation requested.,1
CUS-00523,Acme Corp 523,Finance,Enterprise,AM-4,32,8,24.8,1,4,58,Competitor demo scheduled; pricing feels high.,1
CUS-00524,Acme Corp 524,Healthcare,SMB,AM-5,12,3,22.5,3,9,54,Competitor demo scheduled; pricing feels high.,1
CUS-00525,Acme Corp 525,Retail,SMB,AM-6,12,9,25.2,2,1,6,Competitor demo scheduled; pricing feels high.,1
CUS-00526,Acme Corp 526,Healthcare,SMB,AM-7,36,8,-1.9,0,2,44,Product downtime last week; team lost confidence.,0
CUS-00527,Acme Corp 527,Retail,Mid-Market,AM-8,5,10,-3.0,0,1,35,Billing confusion after plan change; waiting on refund.,1
CUS-00528,Acme Corp 528,Manufacturing,SMB,AM-1,36,3,60.2,2,7,7,Product downtime last week; team lost confidence.,1
CUS-00529,Acme Corp 529,Manufacturing,Mid-Market,AM-2,36,9,30.1,2,2,16,Onboarding incomplete; champion left the company.,1
CUS-00530,Acme Corp 530,Retail,SMB,AM-3,23,5,73.8,0,3,55,Competitor demo scheduled; pricing feels high.,0
CUS-00531,Acme Corp 531,Manufacturing,Mid-Market,AM-4,6,2,45.1,4,9,33,Product downtime last week; team lost confidence.,0
CUS-00532,Acme Corp 532,Manufacturing,Mid-Market,AM-5,6,2,-6.8,3,3,20,Onboarding incomplete; champion left the company.,0
CUS-00533,Acme Corp 533,SaaS,SMB,AM-6,11,6,4.2,2,1,19,Billing confusion after plan change; waiting on refund.,1
CUS-00534,Acme Corp 534,Healthcare,SMB,AM-7,23,3,8.5,4,0,50,Billing confusion after plan change; waiting on refund.,1
CUS-00535,Acme Corp 535,SaaS,Mid-Market,AM-8,6,1,77.8,4,2,17,Feature gap vs roadmap promises; escalation requested.,1
CUS-00536,Acme Corp 536,Manufacturing,Mid-Market,AM-1,18,5,9.7,4,10,10,Feature gap vs roadmap promises; escalation requested.,0
CUS-00537,Acme Corp 537,Retail,SMB,AM-2,4,7,36.4,1,6,34,Feature gap vs roadmap promises; escalation requested.,1
CUS-00538,Acme Corp 538,Manufacturing,Mid-Market,AM-3,21,3,74.3,4,10,59,Product downtime last week; team lost confidence.,1
CUS-00539,Acme Corp 539,Retail,SMB,AM-4,0,11,77.9,2,2,11,Onboarding incomplete; champion left the company.,1
CUS-00540,Acme Corp 540,Healthcare,SMB,AM-5,28,9,11.3,3,3,16,Competitor demo scheduled; pricing feels high.,1
CUS-00541,Acme Corp 541,SaaS,SMB,AM-6,2,6,-5.6,4,1,28,Product downtime last week; team lost confidence.,1
CUS-00542,Acme Corp 542,Finance,Mid-Market,AM-7,7,11,3.8,0,4,12,Competitor demo scheduled; pricing feels high.,1
CUS-00543,Acme Corp 543,Healthcare,SMB,AM-8,6,5,-4.3,2,6,39,Competitor demo scheduled; pricing feels high.,0
CUS-00544,Acme Corp 544,SaaS,Mid-Market,AM-1,33,1,7.6,0,8,15,Onboarding incomplete; champion left the company.,0
CUS-00545,Acme Corp 545,Healthcare,SMB,AM-2,2,0,41.2,1,4,8,Onboarding incomplete; champion left the company.,1
CUS-00546,Acme Corp 546,Finance,Mid-Market,AM-3,17,11,72.1,2,8,16,Product downtime last week; team lost confidence.,1
CUS-00547,Acme Corp 547,Healthcare,SMB,AM-4,23,11,38.3,4,6,55,Feature gap vs roadmap promises; escalation requested.,1
CUS-00548,Acme Corp 548,Finance,Mid-Market,AM-5,20,8,46.3,4,3,56,Feature gap vs roadmap promises; escalation requested.,1
CUS-00549,Acme Corp 549,Retail,Mid-Market,AM-6,27,1,8.2,1,10,30,Feature gap vs roadmap promises; escalation requested.,0
CUS-00550,Acme Corp 550,Finance,SMB,AM-7,32,3,62.1,1,4,24,Competitor demo scheduled; pricing feels high.,1
CUS-00551,Acme Corp 551,Manufacturing,SMB,AM-8,15,0,45.6,2,1,49,Product downtime last week; team lost confidence.,0
CUS-00552,Acme Corp 552,SaaS,Mid-Market,AM-1,33,0,67.8,4,10,12,Competitor demo scheduled; pricing feels high.,0
CUS-00553,Acme Corp 553,Retail,Enterprise,AM-2,12,2,75.4,4,10,39,Product downtime last week; team lost confidence.,0
CUS-00554,Acme Corp 554,Retail,Enterprise,AM-3,39,6,21.3,1,0,41,Feature gap vs roadmap promises; escalation requested.,1
CUS-00555,Acme Corp 555,Healthcare,SMB,AM-4,20,0,-1.8,0,9,42,Product downtime last week; team lost confidence.,0
CUS-00556,Acme Corp 556,Retail,Mid-Market,AM-5,29,11,10.3,3,10,13,Onboarding incomplete; champion left the company.,0
CUS-00557,Acme Corp 557,SaaS,SMB,AM-6,35,5,29.4,1,9,43,Billing confusion after plan change; waiting on refund.,0
CUS-00558,Acme Corp 558,Manufacturing,SMB,AM-7,31,3,75.1,0,2,37,Billing confusion after plan change; waiting on refund.,1
CUS-00559,Acme Corp 559,Finance,Mid-Market,AM-8,34,6,24.0,0,6,52,Product downtime last week; team lost confidence.,0
CUS-00560,Acme Corp 560,SaaS,Mid-Market,AM-1,21,9,59.4,2,5,11,Onboarding incomplete; champion left the company.,1
CUS-00561,Acme Corp 561,Retail,Mid-Market,AM-2,1,3,38.6,1,6,37,Billing confusion after plan change; waiting on refund.,1
CUS-00562,Acme Corp 562,Manufacturing,Enterprise,AM-3,19,0,6.5,2,6,49,Feature gap vs roadmap promises; escalation requested.,0
CUS-00563,Acme Corp 563,SaaS,SMB,AM-4,7,0,18.9,1,7,17,Billing confusion after plan change; waiting on refund.,0
CUS-00564,Acme Corp 564,Healthcare,Mid-Market,AM-5,35,10,48.8,3,5,44,Feature gap vs roadmap promises; escalation requested.,1
CUS-00565,Acme Corp 565,Healthcare,SMB,AM-6,9,1,50.6,3,7,6,Product downtime last week; team lost confidence.,1
CUS-00566,Acme Corp 566,SaaS,SMB,AM-7,9,7,29.1,2,5,43,Product downtime last week; team lost confidence.,1
CUS-00567,Acme Corp 567,Finance,SMB,AM-8,9,4,10.6,0,0,36,Billing confusion after plan change; waiting on refund.,0
CUS-00568,Acme Corp 568,Retail,Enterprise,AM-1,25,9,55.0,2,0,12,Feature gap vs roadmap promises; escalation requested.,1
CUS-00569,Acme Corp 569,Manufacturing,Mid-Market,AM-2,22,0,5.2,3,10,4,Competitor demo scheduled; pricing feels high.,0
CUS-00570,Acme Corp 570,Retail,SMB,AM-3,37,10,74.3,1,10,44,Billing confusion after plan change; waiting on refund.,1
CUS-00571,Acme Corp 571,Finance,Mid-Market,AM-4,16,8,6.9,1,6,15,Billing confusion after plan change; waiting on refund.,1
CUS-00572,Acme Corp 572,Finance,Enterprise,AM-5,11,5,-0.3,2,1,30,Competitor demo scheduled; pricing feels high.,1
CUS-00573,Acme Corp 573,Manufacturing,Enterprise,AM-6,1,2,34.8,1,8,4,Feature gap vs roadmap promises; escalation requested.,1
CUS-00574,Acme Corp 574,Healthcare,Mid-Market,AM-7,0,11,36.8,2,1,57,Billing confusion after plan change; waiting on refund.,1
CUS-00575,Acme Corp 575,Retail,SMB,AM-8,14,3,35.7,1,4,33,Product downtime last week; team lost confidence.,0
CUS-00576,Acme Corp 576,Finance,Mid-Market,AM-1,37,5,29.3,1,3,55,Onboarding incomplete; champion left the company.,0
CUS-00577,Acme Corp 577,Retail,Enterprise,AM-2,20,4,79.5,3,0,10,Billing confusion after plan change; waiting on refund.,1
CUS-00578,Acme Corp 578,Retail,Enterprise,AM-3,35,2,33.8,2,8,13,Product downtime last week; team lost confidence.,0
CUS-00579,Acme Corp 579,SaaS,Enterprise,AM-4,4,4,33.0,2,5,37,Billing confusion after plan change; waiting on refund.,1
CUS-00580,Acme Corp 580,Finance,Mid-Market,AM-5,3,1,28.0,3,3,36,Onboarding incomplete; champion left the company.,0
CUS-00581,Acme Corp 581,Manufacturing,SMB,AM-6,33,0,-4.0,1,5,47,Competitor demo scheduled; pricing feels high.,0
CUS-00582,Acme Corp 582,Healthcare,Mid-Market,AM-7,4,3,43.4,0,0,55,Onboarding incomplete; champion left the company.,1
CUS-00583,Acme Corp 583,Retail,SMB,AM-8,2,1,10.5,4,4,49,Product downtime last week; team lost confidence.,1
CUS-00584,Acme Corp 584,Retail,SMB,AM-1,16,4,47.4,0,5,9,Onboarding incomplete; champion left the company.,1
CUS-00585,Acme Corp 585,SaaS,Mid-Market,AM-2,36,10,-5.4,2,3,19,Onboarding incomplete; champion left the company.,0
CUS-00586,Acme Corp 586,Finance,Mid-Market,AM-3,27,1,78.3,1,9,54,Billing confusion after plan change; waiting on refund.,0
CUS-00587,Acme Corp 587,Finance,Enterprise,AM-4,3,0,32.2,1,2,33,Billing confusion after plan change; waiting on refund.,1
CUS-00588,Acme Corp 588,Finance,Mid-Market,AM-5,33,1,70.7,0,1,52,Billing confusion after plan change; waiting on refund.,0
CUS-00589,Acme Corp 589,Healthcare,Enterprise,AM-6,33,6,32.8,4,5,34,Feature gap vs roadmap promises; escalation requested.,1
CUS-00590,Acme Corp 590,Healthcare,Mid-Market,AM-7,32,3,-4.6,2,9,3,Competitor demo scheduled; pricing feels high.,0
CUS-00591,Acme Corp 591,SaaS,Mid-Market,AM-8,36,5,64.0,1,4,28,Billing confusion after plan change; waiting on refund.,0
CUS-00592,Acme Corp 592,Manufacturing,SMB,AM-1,9,0,48.3,3,0,49,Product downtime last week; team lost confidence.,1
CUS-00593,Acme Corp 593,Healthcare,Mid-Market,AM-2,39,3,60.4,0,10,39,Onboarding incomplete; champion left the company.,0
CUS-00594,Acme Corp 594,Finance,SMB,AM-3,12,4,28.5,2,4,8,Billing confusion after plan change; waiting on refund.,1
CUS-00595,Acme Corp 595,Finance,SMB,AM-4,32,5,47.4,2,1,13,Feature gap vs roadmap promises; escalation requested.,1
CUS-00596,Acme Corp 596,SaaS,SMB,AM-5,23,6,67.1,2,6,51,Feature gap vs roadmap promises; escalation requested.,1
CUS-00597,Acme Corp 597,Finance,Enterprise,AM-6,31,9,46.8,0,3,58,Product downtime last week; team lost confidence.,1
CUS-00598,Acme Corp 598,SaaS,Mid-Market,AM-7,25,5,21.3,4,10,45,Billing confusion after plan change; waiting on refund.,0
CUS-00599,Acme Corp 599,Retail,Enterprise,AM-8,25,10,49.6,1,3,6,Product downtime last week; team lost confidence.,1
CUS-00600,Acme Corp 600,Retail,Enterprise,AM-1,24,6,50.5,3,6,37,Onboarding incomplete; champion left the company.,1
CUS-00601,Acme Corp 601,Finance,Enterprise,AM-2,31,3,76.5,3,5,49,Feature gap vs roadmap promises; escalation requested.,1
CUS-00602,Acme Corp 602,Manufacturing,SMB,AM-3,29,2,23.4,1,2,38,Product downtime last week; team lost confidence.,1
CUS-00603,Acme Corp 603,Finance,Enterprise,AM-4,5,3,28.3,0,5,36,Product downtime last week; team lost confidence.,1
CUS-00604,Acme Corp 604,Retail,Enterprise,AM-5,33,7,63.1,1,1,28,Product downtime last week; team lost confidence.,1
CUS-00605,Acme Corp 605,Finance,Enterprise,AM-6,21,2,35.5,4,7,15,Billing confusion after plan change; waiting on refund.,1
CUS-00606,Acme Corp 606,Finance,SMB,AM-7,12,10,56.3,4,8,17,Billing confusion after plan change; waiting on refund.,1
CUS-00607,Acme Corp 607,Finance,SMB,AM-8,20,5,31.4,4,10,44,Onboarding incomplete; champion left the company.,1
CUS-00608,Acme Corp 608,Retail,Enterprise,AM-1,38,10,9.4,1,3,5,Competitor demo scheduled; pricing feels high.,1
CUS-00609,Acme Corp 609,Healthcare,SMB,AM-2,34,8,57.1,3,3,5,Billing confusion after plan change; waiting on refund.,1
CUS-00610,Acme Corp 610,Finance,SMB,AM-3,33,4,1.8,0,6,24,Product downtime last week; team lost confidence.,0
CUS-00611,Acme Corp 611,Manufacturing,Mid-Market,AM-4,18,2,7.9,3,7,46,Feature gap vs roadmap promises; escalation requested.,1
CUS-00612,Acme Corp 612,Finance,SMB,AM-5,31,8,46.4,2,10,39,Feature gap vs roadmap promises; escalation requested.,1
CUS-00613,Acme Corp 613,Retail,SMB,AM-6,15,3,57.3,3,0,35,Competitor demo scheduled; pricing feels high.,1
CUS-00614,Acme Corp 614,Finance,Enterprise,AM-7,27,2,70.5,3,2,32,Onboarding incomplete; champion left the company.,0
CUS-00615,Acme Corp 615,Manufacturing,Enterprise,AM-8,25,11,14.5,4,2,7,Onboarding incomplete; champion left the company.,1
CUS-00616,Acme Corp 616,Manufacturing,Enterprise,AM-1,9,5,-0.0,2,2,20,Product downtime last week; team lost confidence.,1
CUS-00617,Acme Corp 617,SaaS,SMB,AM-2,10,0,76.0,1,5,5,Product downtime last week; team lost confidence.,1
CUS-00618,Acme Corp 618,Retail,SMB,AM-3,2,5,3.9,2,9,45,Product downtime last week; team lost confidence.,0
CUS-00619,Acme Corp 619,Manufacturing,SMB,AM-4,5,5,7.8,0,0,45,Competitor demo scheduled; pricing feels high.,0
CUS-00620,Acme Corp 620,Manufacturing,Mid-Market,AM-5,17,10,16.2,0,8,16,Competitor demo scheduled; pricing feels high.,1
CUS-00621,Acme Corp 621,Finance,SMB,AM-6,19,8,37.6,2,6,18,Competitor demo scheduled; pricing feels high.,1
CUS-00622,Acme Corp 622,Healthcare,Mid-Market,AM-7,6,2,69.5,4,6,19,Competitor demo scheduled; pricing feels high.,1
CUS-00623,Acme Corp 623,Healthcare,Enterprise,AM-8,16,1,58.4,2,7,53,Billing confusion after plan change; waiting on refund.,0
CUS-00624,Acme Corp 624,Finance,Mid-Market,AM-1,24,7,53.7,3,1,29,Competitor demo scheduled; pricing feels high.,1
CUS-00625,Acme Corp 625,Finance,SMB,AM-2,9,0,5.8,0,8,45,Feature gap vs roadmap promises; escalation requested.,0
CUS-00626,Acme Corp 626,SaaS,SMB,AM-3,13,3,22.2,2,2,27,Competitor demo scheduled; pricing feels high.,1
